distro,package,version,modified_date
v3.16,hut,0.1.0-r6,2022-10-08
v3.16,libkomparediff2,22.04.3-r0,2022-11-05
v3.16,ktexteditor-doc,5.94.0-r0,2022-05-16
v3.16,ikona-bash-completion,1.0-r2,2022-05-01
v3.16,gnu-libiconv,1.16-r0,2021-01-16
v3.16,vimb-doc,3.6.0-r0,2021-12-12
v3.16,plasma-mobile-sounds,0.1-r1,2022-04-10
v3.16,libretro-fmsx,0_git20220409-r0,2022-04-20
v3.16,kate-doc,22.04.3-r0,2022-11-05
v3.16,embree-dev,3.13.3-r1,2022-03-01
v3.16,motif,2.3.8-r0,2021-05-25
v3.16,php8-pecl-imagick,3.7.0-r0,2022-01-12
v3.16,libkml,1.3.0-r2,2022-05-13
v3.16,perl-extutils-cppguess,0.26-r0,2022-04-22
v3.16,kodi,19.4-r2,2022-04-06
v3.16,gst-editing-services,1.20.3-r0,2022-06-17
v3.16,gitea,1.17.3-r0,2022-10-15
v3.16,namecoin-doc,22.0-r1,2022-05-13
v3.16,plantuml,1.2022.5-r0,2022-05-13
v3.16,py3-json-database,0.5.6-r1,2021-12-15
v3.16,gtk-vnc-doc,1.3.1-r0,2022-07-25
v3.16,lua5.2-argparse,0.6.0-r0,2020-03-02
v3.16,shadow-dbg,4.10-r3,2021-12-21
v3.16,gajim,1.4.0-r1,2022-06-23
v3.16,qt5-qtscxml-dev,5.15.4_git20220407-r0,2022-05-16
v3.16,ruby-safe_yaml,1.0.5-r2,2022-04-04
v3.16,libmikmod-dev,3.3.11.1-r2,2022-02-24
v3.16,py3-inotify,0.9.6-r9,2021-12-15
v3.16,asciinema-doc,2.1.0-r0,2022-02-19
v3.16,peruse-creator,1.80-r1,2022-05-01
v3.16,perl-protocol-http2,1.10-r1,2021-07-14
v3.16,akonadi-mime-dev,22.04.3-r0,2022-11-05
v3.16,sane-backend-hp,1.0.31-r1,2021-01-14
v3.16,qt5-qtwebglplugin-doc,5.15.4_git20220407-r0,2022-05-16
v3.16,kitemmodels-doc,5.94.0-r0,2022-05-16
v3.16,mingw-w64-gcc,11.3.0-r0,2022-04-25
v3.16,kgoldrunner-doc,22.04.3-r0,2022-11-05
v3.16,open-vm-tools-vmbackup,12.1.0-r0,2022-08-24
v3.16,kinit,5.94.0-r0,2022-05-16
v3.16,apk-polkit-rs-dev,0.93.0-r2,2022-04-14
v3.16,mate-polkit-lang,1.26.0-r0,2022-02-14
v3.16,tor,0.4.7.10-r0,2022-08-14
v3.16,gdk-pixbuf-xlib-dev,2.40.2-r2,2022-01-15
v3.16,sane-saned,1.0.31-r1,2021-01-14
v3.16,libnice,0.1.18-r2,2022-04-14
v3.16,ucpp-dev,1.3.5-r0,2022-02-18
v3.16,ufw-doc,0.36.1-r2,2021-12-28
v3.16,arping,2.23-r0,2022-03-08
v3.16,py3-execnet,1.9.0-r0,2021-12-15
v3.16,thunar-archive-plugin-lang,0.4.0-r1,2021-09-27
v3.16,tcsh,6.24.01-r0,2022-05-14
v3.16,borgbackup-zsh-completion,1.2.0-r0,2022-03-06
v3.16,torsocks-doc,2.3.0-r2,2022-02-22
v3.16,isoimagewriter,0.9-r0,2022-05-02
v3.16,lua-lpeg_patterns,0.5-r2,2022-02-16
v3.16,libtermkey,0.22-r0,2022-02-16
v3.16,bzrtp,5.1.3-r0,2022-05-10
v3.16,perl-email-address-xs-doc,1.04-r2,2021-07-28
v3.16,writefreely,0.13.1-r11,2022-10-08
v3.16,libreoffice-lang-st,7.2.7.2-r2,2022-10-21
v3.16,xclip,0.13-r2,2021-10-10
v3.16,gogs-openrc,0.12.7-r4,2022-10-08
v3.16,perl-devel-cycle,1.12-r1,2021-07-14
v3.16,gnome-menus-lang,3.36.0-r0,2020-03-11
v3.16,docker-compose,1.29.2-r2,2021-12-15
v3.16,kdesdk-kioslaves,22.04.3-r0,2022-11-05
v3.16,geany-plugins-spellcheck,1.38-r1,2021-12-15
v3.16,quassel,0.14.0-r5,2022-06-06
v3.16,vulkan-loader-dev,1.3.206-r0,2022-02-23
v3.16,webrtc-audio-processing,0.3.1-r4,2021-12-24
v3.16,py3-configshell,1.1.26-r3,2022-02-16
v3.16,pam-u2f,1.1.1-r1,2021-09-20
v3.16,py3-django-model-utils,4.1.1-r1,2021-12-15
v3.16,editorconfig-static,0.12.5-r0,2022-02-19
v3.16,py3-importlib-metadata,4.11.3-r2,2022-11-06
v3.16,grpc-java,1.42.1-r1,2022-09-29
v3.16,bpftrace-tools,0.14.1-r4,2022-06-12
v3.16,php8-pecl-ast,1.0.16-r0,2021-11-27
v3.16,libxxhash,0.8.1-r0,2022-02-19
v3.16,libmbim-bash-completion,1.26.4-r0,2022-05-11
v3.16,pacman-bash-completion,6.0.1-r1,2021-09-20
v3.16,lokalize-lang,22.04.3-r0,2022-11-05
v3.16,ruby-concurrent-ruby-java,1.1.10-r1,2022-04-04
v3.16,gnome-wise-icon-theme,5.5.1-r3,2020-05-23
v3.16,collectd-virt,5.12.0-r7,2022-05-31
v3.16,webkit2gtk,2.36.7-r0,2022-08-26
v3.16,libnma-dev,1.8.38-r0,2022-04-15
v3.16,oath-toolkit-dev,2.6.7-r1,2021-07-14
v3.16,py3-capstone,4.0.2-r2,2021-12-15
v3.16,outils,0.10-r1,2022-02-22
v3.16,sn0int-zsh-completion,0.24.2-r0,2022-04-01
v3.16,qt5-qtusb-dev,0.6.6-r2,2021-10-02
v3.16,lua-mediator,1.1.2-r2,2022-04-13
v3.16,gumbo-parser,0.10.1-r0,2022-01-30
v3.16,pdns-backend-mariadb,4.6.2-r1,2022-05-13
v3.16,herbstluftwm,0.9.4-r1,2022-03-21
v3.16,qemu-x86_64,7.0.0-r0,2022-04-20
v3.16,qt5-qtlottie,5.15.4_git20220407-r0,2022-05-16
v3.16,cloud-utils,0.33-r0,2022-05-16
v3.16,openjdk10,10.0.2_p13-r3,2022-04-23
v3.16,khtml-dev,5.94.0-r0,2022-05-16
v3.16,simple-scan,42.5-r0,2022-10-20
v3.16,pgbouncer,1.17.0-r0,2022-04-05
v3.16,kfilemetadata-dev,5.94.0-r0,2022-05-16
v3.16,msmtp-doc,1.8.20-r0,2022-03-24
v3.16,tumbler,4.16.0-r1,2022-02-14
v3.16,libreoffice-lang-gu,7.2.7.2-r2,2022-10-21
v3.16,lastpass-cli,1.3.3-r3,2021-09-20
v3.16,perl-date-simple-doc,3.03-r8,2022-02-16
v3.16,perl-ipc-signal-doc,1.00-r4,2021-07-14
v3.16,clamav,0.104.3-r0,2022-05-13
v3.16,capstone-static,4.0.2-r2,2021-12-15
v3.16,imagemagick6-libs,6.9.12.65-r0,2022-10-09
v3.16,py3-pylspci,0.4.1-r0,2022-01-26
v3.16,openzwave-doc,1.6.974-r0,2022-02-22
v3.16,qt5-qtfeedback-doc,0_git20180903-r0,2021-03-03
v3.16,collectd-disk,5.12.0-r7,2022-05-31
v3.16,newlib-arm-none-eabi,4.2.0.20211231-r1,2022-04-06
v3.16,xscreensaver-gl-extras,6.04-r0,2022-07-06
v3.16,font-noto-lao,0_git20211101-r4,2022-06-21
v3.16,klines,22.04.3-r0,2022-11-05
v3.16,llvm12-libs,12.0.1-r3,2022-04-17
v3.16,perl-encode-imaputf7,1.05-r0,2022-05-06
v3.16,sngrep,1.5.0-r0,2022-04-29
v3.16,opensmtpd-table-passwd,6.7.1-r0,2021-10-25
v3.16,pdns-backend-geoip,4.6.2-r1,2022-05-13
v3.16,geany-plugins-geanypg,1.38-r1,2021-12-15
v3.16,kontact-lang,22.04.3-r0,2022-11-05
v3.16,openexr-tools,3.1.5-r1,2022-05-13
v3.16,aria2-bash-completion,1.36.0-r0,2021-08-22
v3.16,shaderc,2022.1-r0,2022-03-06
v3.16,dcadec,0.2.0-r0,2022-02-22
v3.16,gedit-dev,42.0-r0,2022-05-13
v3.16,gfbgraph,0.2.5-r1,2022-05-05
v3.16,gi-docgen,2022.1-r0,2022-03-02
v3.16,kubectx-zsh-completion,0.9.4-r9,2022-10-08
v3.16,libcdio-tools,2.1.0-r0,2020-04-05
v3.16,py3-routes,2.5.1-r1,2021-12-15
v3.16,kile-doc,2.9.93-r2,2022-05-01
v3.16,modemmanager-qt-doc,5.94.0-r0,2022-05-16
v3.16,geany-plugins-geanyvc,1.38-r1,2021-12-15
v3.16,libinputsynth-dev,0.15.0-r0,2021-05-01
v3.16,luarocks5.3,2.4.4-r2,2022-03-17
v3.16,dvdauthor-doc,0.7.2-r4,2022-02-18
v3.16,fzf-neovim,0.30.0-r7,2022-10-08
v3.16,libretro-mupen64plus,0_git20220207-r0,2022-04-20
v3.16,fetchmail,6.4.30-r0,2022-05-21
v3.16,py3-phoneme-guesser,0.1.0-r2,2021-12-15
v3.16,lua5.3-cliargs,3.0_p2-r0,2022-02-16
v3.16,pulseaudio-ctl,1.70-r0,2021-07-19
v3.16,font-noto-georgian,0_git20211101-r4,2022-06-21
v3.16,libcouchbase-libev,3.3.0-r0,2022-05-11
v3.16,catimg-doc,2.7.0-r0,2021-12-21
v3.16,unit-ruby,1.26.1-r3,2022-04-04
v3.16,audiocd-kio,22.04.3-r0,2022-11-05
v3.16,xf86-input-evdev,2.10.6-r1,2022-02-22
v3.16,nemo-qml-plugin-devicelock,0.3.7-r1,2022-04-26
v3.16,the_silver_searcher-zsh-completion,2.2.0-r0,2021-06-17
v3.16,keepassxc-autotype,2.7.1-r0,2022-04-08
v3.16,accountsservice-lang,22.08.8-r0,2022-04-14
v3.16,cassandra-cpp-driver,2.15.2-r1,2021-10-16
v3.16,kealib-dev,1.4.14-r0,2022-01-05
v3.16,zabbix-agent2-openrc,6.0.13-r0,2023-02-01
v3.16,plasma-pass,1.2.0-r1,2022-04-10
v3.16,py3-ethtool-doc,0.14-r6,2021-12-15
v3.16,zsh-autosuggestions,0.7.0-r0,2021-06-07
v3.16,ffmpeg-libs,5.0.3-r0,2023-04-02
v3.16,keepassxc-lang,2.7.1-r0,2022-04-08
v3.16,discount-doc,2.2.7b-r0,2022-04-16
v3.16,fann,2.2.0-r2,2022-02-24
v3.16,makepasswd-doc,0.5.4-r1,2022-02-18
v3.16,rawtherapee,5.8-r0,2022-02-14
v3.16,namecoin-bench,22.0-r1,2022-05-13
v3.16,alsa-tools,1.2.5-r1,2021-07-06
v3.16,py3-lldb,13.0.1-r0,2022-03-04
v3.16,connman,1.41-r1,2022-05-06
v3.16,perl-config-simple,4.59-r3,2021-07-14
v3.16,cabal-doc,3.6.2.0-r2,2022-02-18
v3.16,xhost,1.0.8-r0,2020-02-25
v3.16,openipmi-libs,2.0.32-r0,2021-11-06
v3.16,py3-gitpython,3.1.27-r0,2022-05-04
v3.16,perl-provide,0.03-r3,2021-07-14
v3.16,miniflux-openrc,2.0.36-r7,2022-10-08
v3.16,openlibm,0.8.1-r0,2022-02-14
v3.16,libcprime,4.3.0-r0,2022-04-15
v3.16,ndctl-dev,73-r0,2022-03-11
v3.16,libngf-qt-dev,0.8.1-r0,2021-11-01
v3.16,libretro-database,1.10.3-r0,2022-04-19
v3.16,lastpass-cli-bash-completion,1.3.3-r3,2021-09-20
v3.16,libzmf,0.0.2-r11,2022-05-13
v3.16,openvas-scanner-config,21.4.4-r2,2022-02-25
v3.16,windowmaker-doc,0.95.9-r0,2021-09-10
v3.16,sane-backend-fujitsu,1.0.31-r1,2021-01-14
v3.16,consolekit2-doc,1.2.4-r2,2022-04-26
v3.16,plasma-systemmonitor,5.24.5-r0,2022-05-03
v3.16,xf86-video-s3virge,1.11.0-r1,2022-02-22
v3.16,grafana-frontend,8.5.13-r1,2022-10-08
v3.16,gopt-dev,10.0-r0,2021-09-13
v3.16,py3-characteristic,14.3.0-r8,2021-12-15
v3.16,kea-dhcp6,2.0.3-r1,2023-02-23
v3.16,udiskie,2.4.2-r0,2022-03-10
v3.16,libaccounts-glib-dev,1.25-r2,2021-12-15
v3.16,collectd-python,5.12.0-r7,2022-05-31
v3.16,cereal,1.3.2-r1,2022-05-13
v3.16,nut-doc,2.8.0-r0,2022-05-11
v3.16,perl-html-tidy5-doc,1.06-r3,2021-07-29
v3.16,swaybg-doc,1.1.1-r0,2022-03-11
v3.16,ansible-core-doc,2.13.6-r0,2022-11-08
v3.16,weston-shell-fullscreen,10.0.0-r0,2022-02-17
v3.16,php81-sysvsem,8.1.17-r0,2023-03-21
v3.16,gnunet-gtk-lang,0.16.0-r0,2022-06-06
v3.16,aqbanking,6.5.0-r0,2022-03-18
v3.16,vdpauinfo,1.4-r1,2020-08-02
v3.16,msgpack-cxx-dev,4.1.1-r1,2022-05-13
v3.16,kamera-lang,22.04.3-r0,2022-11-05
v3.16,dante-dev,1.4.3-r1,2021-08-09
v3.16,softflowd,1.0.0-r0,2020-07-19
v3.16,qhull,2020.2-r1,2020-09-14
v3.16,xfce4-cpugraph-plugin-lang,1.2.4-r0,2021-10-02
v3.16,kdf-doc,22.04.3-r0,2022-11-05
v3.16,dvd+rw-tools,7.1-r1,2022-02-22
v3.16,swaykbdd,1.1-r0,2022-04-10
v3.16,thunar,4.16.11-r0,2022-04-17
v3.16,texmf-dist,2022.63035-r1,2023-04-09
v3.16,bubblejail-bash-completion,0.6.2-r0,2022-06-16
v3.16,rttr-doc,0.9.6-r2,2020-04-13
v3.16,ruby-rb-inotify,0.10.1-r2,2022-04-04
v3.16,go-msgauth,0.6.2-r10,2022-10-08
v3.16,sniproxy,0.6.0-r0,2020-12-13
v3.16,youtube-dl-doc,2021.12.17-r0,2021-12-18
v3.16,ttf-font-awesome,6.1.1-r0,2022-03-29
v3.16,gflags,2.2.2-r1,2020-03-02
v3.16,zsh-syntax-highlighting,0.7.1-r2,2022-02-17
v3.16,audacious-dbg,4.1-r1,2022-06-19
v3.16,qt6-qtmultimedia,6.3.0-r0,2022-05-09
v3.16,kldap-dev,22.04.3-r0,2022-11-05
v3.16,perl-regexp-tr,0.05-r3,2021-07-14
v3.16,kdav2,0.4.0-r1,2022-05-01
v3.16,git-interactive-rebase-tool-doc,2.2.0-r0,2022-05-07
v3.16,filezilla-lang,3.59.0-r0,2022-04-26
v3.16,perl-http-parser-xs,0.17-r5,2021-07-28
v3.16,libebml,1.4.2-r0,2022-04-15
v3.16,rasqal-doc,0.9.33-r2,2021-07-14
v3.16,binaryen-dev,105-r0,2022-02-14
v3.16,lldb-dev,13.0.1-r0,2022-03-04
v3.16,konsole-doc,22.04.3-r0,2022-11-05
v3.16,ruby-unicode-display_width,1.7.0-r2,2022-04-04
v3.16,gtkmm3,3.24.5-r0,2021-10-22
v3.16,system-config-printer,1.5.15-r5,2022-04-09
v3.16,lightsoff,40.0.1-r0,2022-02-14
v3.16,exo-doc,4.16.4-r0,2022-06-13
v3.16,w3m-doc,0.5.3.20220429-r1,2022-05-06
v3.16,perl-sub-override-doc,0.09-r1,2021-07-14
v3.16,hstr-doc,2.5-r0,2022-04-16
v3.16,qemu-hppa-firmware,7.0.0-r0,2022-04-20
v3.16,perl-test-base,0.89-r2,2021-07-14
v3.16,php8-mysqlnd,8.0.28-r0,2023-02-14
v3.16,tesseract-ocr-data-tel,5.1.0-r1,2022-04-23
v3.16,newsboat,2.27-r0,2022-03-24
v3.16,sxiv-doc,26-r0,2022-02-16
v3.16,libkeduvocdocument-lang,22.04.3-r0,2022-11-05
v3.16,font-noto-cherokee,0_git20211101-r4,2022-06-21
v3.16,coturn-openrc,4.5.2-r2,2021-10-25
v3.16,fdk-aac,2.0.2-r0,2021-05-23
v3.16,prometheus-snmp-exporter,0.20.0-r11,2022-10-08
v3.16,kamoso-doc,22.04.3-r0,2022-11-05
v3.16,font-noto-hanunoo,0_git20211101-r4,2022-06-21
v3.16,shunit2-doc,2.1.8-r0,2022-02-14
v3.16,whois-doc,5.5.13-r0,2022-04-17
v3.16,sn0int-doc,0.24.2-r0,2022-04-01
v3.16,perl-business-ismn-doc,1.202-r0,2021-07-14
v3.16,lua5.1-basexx,0.4.1-r0,2020-03-02
v3.16,gnome-icon-theme-symbolic,3.12.0-r0,2022-02-22
v3.16,libpostal-data,1.0.0-r0,2021-04-16
v3.16,libxfce4util-doc,4.16.0-r1,2022-02-05
v3.16,libndp,1.8-r0,2021-05-22
v3.16,dolphin,22.04.3-r0,2022-11-05
v3.16,py3-readchar,2.0.0-r2,2021-12-15
v3.16,modemmanager-bash-completion,1.18.8-r1,2022-06-06
v3.16,ktp-common-internals-lang,22.04.3-r0,2022-11-05
v3.16,gnome-latex-doc,3.38.0-r1,2021-12-12
v3.16,nnn-bash-completion,4.5-r0,2022-05-06
v3.16,tcsh-doc,6.24.01-r0,2022-05-14
v3.16,xorg-cf-files-doc,1.0.7-r0,2021-08-29
v3.16,libasyncns-doc,0.8-r1,2020-03-29
v3.16,py3-coloredlogs,15.0.1-r1,2021-12-15
v3.16,mycroft-plasmoid,0_git20210201-r1,2022-05-01
v3.16,lua5.3-luasrcdiet,1.0.0-r1,2022-02-16
v3.16,kdb-mysql,3.2.0-r5,2022-05-01
v3.16,iptraf-ng,1.2.1-r0,2021-01-28
v3.16,cfitsio-static,4.1.0-r0,2022-03-26
v3.16,bogofilter,1.2.5-r0,2022-02-18
v3.16,claws-mail-lang,4.1.0-r0,2022-04-04
v3.16,print-manager,22.04.3-r0,2022-11-05
v3.16,ruby-thor,1.2.1-r0,2022-04-29
v3.16,libowfat,0.32-r1,2022-02-18
v3.16,libbson-dev,1.16.2-r1,2021-10-16
v3.16,kvantum,1.0.1-r0,2022-04-15
v3.16,govc,0.28.0-r5,2022-10-08
v3.16,gwsocket-doc,0.3-r0,2022-02-16
v3.16,mapbox-gl-qml,2.0.1-r0,2022-03-18
v3.16,bpftrace-tools-doc,0.14.1-r4,2022-06-12
v3.16,py3-genshi,0.7.6-r0,2022-02-10
v3.16,psutils-doc,1.17-r3,2021-07-28
v3.16,py3-tld,0.12.6-r1,2021-12-15
v3.16,libreoffice-lang-hr,7.2.7.2-r2,2022-10-21
v3.16,pidgin-sipe-lang,1.24.0-r0,2022-02-16
v3.16,mdds-doc,1.7.0-r2,2022-05-13
v3.16,mate-notification-daemon-lang,1.26.0-r0,2022-02-14
v3.16,brlaser,6-r1,2022-02-01
v3.16,spring-boot-openrc,0.1.1-r0,2022-02-16
v3.16,entr,5.2-r0,2022-05-07
v3.16,fwupd-plugin-iommu,1.7.6-r0,2022-02-26
v3.16,font-noto-arabic,0_git20211101-r4,2022-06-21
v3.16,plasma-videoplayer,0.3_git20200223-r2,2022-04-10
v3.16,libpeas-python3,1.32.0-r0,2022-04-14
v3.16,libcaca-dev,0.99_beta20-r0,2021-10-29
v3.16,qemu-ui-curses,7.0.0-r0,2022-04-20
v3.16,postgis-doc,3.2.2-r0,2022-07-25
v3.16,opendkim-utils,2.11.0-r1,2022-02-16
v3.16,py3-websocket-client,1.3.2-r0,2022-03-30
v3.16,irssi-xmpp-doc,0.54-r1,2022-04-21
v3.16,qt5-qtremoteobjects-dev,5.15.4_git20220407-r0,2022-05-16
v3.16,pcc-libs,20211109-r0,2021-11-09
v3.16,perl-date-extract,0.06-r3,2021-07-14
v3.16,gmni-doc,1.0-r0,2021-10-17
v3.16,perl-sql-statement-doc,1.414-r0,2021-07-14
v3.16,kteatime-doc,22.04.3-r0,2022-11-05
v3.16,zabbix-utils,6.0.13-r0,2023-02-01
v3.16,libkcddb,22.04.3-r0,2022-11-05
v3.16,ruby-net-ping,2.0.8-r2,2022-04-04
v3.16,libfreeaptx-dev,0.1.1-r0,2021-08-30
v3.16,darkice-openrc,1.4-r0,2022-04-16
v3.16,kdeclarative-doc,5.94.0-r0,2022-05-16
v3.16,libsigc++3,3.2.0-r1,2022-05-13
v3.16,cuetools-doc,1.4.1-r0,2020-05-23
v3.16,msmtp-lang,1.8.20-r0,2022-03-24
v3.16,goffice-doc,0.10.52-r0,2022-04-19
v3.16,coretoppings,4.3.0-r0,2022-04-15
v3.16,miniflux,2.0.36-r7,2022-10-08
v3.16,dhcp-probe-doc,1.3.1-r0,2021-06-07
v3.16,markdown-doc,1.0.1-r2,2022-02-18
v3.16,patchwork-uwsgi-apache2,3.0.0-r0,2021-04-06
v3.16,xmlstarlet,1.6.1-r0,2021-06-11
v3.16,xdg-user-dirs,0.17-r1,2022-01-19
v3.16,guvcview-static,2.0.8-r0,2022-04-28
v3.16,gnome-shell-extensions,42.3-r0,2022-08-19
v3.16,bitcoin,23.0-r1,2022-05-14
v3.16,dav1d-dev,1.0.0-r0,2022-04-06
v3.16,lua5.2-mediator,1.1.2-r2,2022-04-13
v3.16,xautolock,2.2-r6,2022-02-24
v3.16,kdesu-doc,5.94.0-r0,2022-05-16
v3.16,qt6-qtconnectivity-dev,6.3.0-r0,2022-05-09
v3.16,hyperfine-doc,1.14.0-r0,2022-05-20
v3.16,libstaroffice,0.0.7-r3,2022-05-13
v3.16,python3-tkinter-tests,3.10.11-r0,2023-04-06
v3.16,foot-fish-completion,1.12.1-r0,2022-04-28
v3.16,hdf5-static,1.12.2-r0,2022-05-05
v3.16,qt6-qtshadertools-dev,6.3.0-r0,2022-05-09
v3.16,gdnsd-openrc,3.8.0-r0,2022-05-12
v3.16,spdx-licenses-template,3.16-r0,2022-02-19
v3.16,proftpd-mod_wrap2_redis,1.3.7f-r0,2022-12-05
v3.16,paris-traceroute-dev,0.93-r0,2022-04-16
v3.16,sxiv,26-r0,2022-02-16
v3.16,incron-doc,0.5.10-r0,2022-04-16
v3.16,ripmime-doc,1.4.0.10-r2,2022-02-22
v3.16,qemu-pr-helper,7.0.0-r0,2022-04-20
v3.16,libcolord,1.4.6-r1,2022-04-20
v3.16,gtk-vnc,1.3.1-r0,2022-07-25
v3.16,proftpd,1.3.7f-r0,2022-12-05
v3.16,lcdproc-openrc,0.5.9-r2,2022-05-15
v3.16,lshw-doc,02.19.2-r1,2020-08-21
v3.16,nftlb,1.0-r0,2022-04-05
v3.16,py3-jmespath,0.10.0-r2,2021-12-15
v3.16,perl-math-random-mt-auto,6.23-r6,2021-07-28
v3.16,libplist-doc,2.2.0-r2,2021-12-15
v3.16,py3-django-simple-captcha,0.5.14-r1,2021-12-15
v3.16,spice-gtk,0.40-r0,2022-02-28
v3.16,adapta-kde,20180828-r1,2020-01-10
v3.16,libvirt-qemu,8.3.0-r2,2022-11-06
v3.16,bareos-filedaemon,21.1.3-r3,2022-06-06
v3.16,imagemagick-static,7.1.0.50-r0,2022-10-09
v3.16,zps-doc,1.2.7-r0,2021-06-29
v3.16,bam,0.5.1-r3,2020-03-02
v3.16,kfilemetadata,5.94.0-r0,2022-05-16
v3.16,libgtop-tools,2.40.0-r0,2022-02-18
v3.16,nx-libs-doc,3.5.99.26-r0,2022-02-14
v3.16,libetpan-doc,1.9.4-r1,2021-05-03
v3.16,php8-pecl-vips,1.0.13-r0,2022-02-17
v3.16,qemu-s390x-firmware,7.0.0-r0,2022-04-20
v3.16,ucto,0.24.1-r2,2022-04-23
v3.16,paris-traceroute-ping,0.93-r0,2022-04-16
v3.16,psutils-dev,1.17-r3,2021-07-28
v3.16,collectd-apcups,5.12.0-r7,2022-05-31
v3.16,qt6-qtpositioning,6.3.0-r0,2022-05-09
v3.16,mpc,0.34-r0,2021-11-30
v3.16,ocaml-compiler-libs,4.14.0-r0,2022-04-13
v3.16,baloo-widgets-lang,22.04.3-r0,2022-11-05
v3.16,kasts,22.04-r1,2022-05-01
v3.16,py3-tempita,0.5.2-r9,2022-04-16
v3.16,avrdude-doc,7.0-r0,2022-05-20
v3.16,php81-pecl-swoole,4.8.11-r0,2022-07-13
v3.16,tesseract-ocr-data-ita,5.1.0-r1,2022-04-23
v3.16,py3-incremental,21.3.0-r2,2021-12-15
v3.16,elogind-dev,246.10-r4,2022-02-14
v3.16,kxmlrpcclient,5.94.0-r0,2022-05-16
v3.16,libltc,1.3.1-r0,2022-04-23
v3.16,enca-doc,1.19-r2,2020-12-11
v3.16,deluge,2.0.5-r1,2022-04-16
v3.16,kdnssd,5.94.0-r0,2022-05-16
v3.16,proftpd-mod_quotatab,1.3.7f-r0,2022-12-05
v3.16,dog-doc,0.1.0-r0,2022-05-21
v3.16,nextcloud-privacy,24.0.9-r0,2023-01-18
v3.16,libstaroffice-dev,0.0.7-r3,2022-05-13
v3.16,perl-xml-libxml-simple,1.01-r1,2021-07-14
v3.16,marble-doc,22.04.3-r0,2022-11-05
v3.16,xfce4-xkb-plugin-doc,0.8.2-r1,2022-02-18
v3.16,py3-threadpoolctl,2.2.0-r1,2021-12-15
v3.16,vulkan-tools,1.3.206-r0,2022-02-23
v3.16,php81-session,8.1.17-r0,2023-03-21
v3.16,texlive-dev,20220403.62885-r2,2022-05-21
v3.16,py3-treq,22.2.0-r1,2022-03-12
v3.16,py3-sip,6.6.1-r1,2022-04-15
v3.16,notmuch,0.36-r0,2022-04-26
v3.16,ruby-net-telnet-doc,0.2.0-r1,2022-04-04
v3.16,yubico-pam,2.27-r0,2021-04-12
v3.16,mate-notification-daemon,1.26.0-r0,2022-02-14
v3.16,ruby-diff-lcs-tools,1.5.0-r1,2022-04-04
v3.16,py3-pykka,3.0.1-r1,2021-12-15
v3.16,spice-webdavd,2.5-r1,2021-11-18
v3.16,nghttp3,0.4.1-r0,2022-05-20
v3.16,libopusenc-doc,0.2.1-r0,2022-02-22
v3.16,dragon-lang,22.04.3-r0,2022-11-05
v3.16,xr-hardware,1.0.0-r0,2021-12-08
v3.16,drone-openrc,2.12.0-r4,2022-10-08
v3.16,pipewire,0.3.51-r1,2022-06-06
v3.16,libb2,0.98.1-r2,2022-03-04
v3.16,py3-pathspec,0.9.0-r1,2021-12-15
v3.16,gom-dev,0.4-r3,2021-12-15
v3.16,php8-snmp,8.0.28-r0,2023-02-14
v3.16,rnnoise,0.0.0_git20210122-r0,2021-11-08
v3.16,easytag-doc,2.4.3-r2,2022-07-17
v3.16,bat-bash-completion,0.21.0-r0,2022-05-12
v3.16,py3-clikit,0.6.2-r4,2022-04-09
v3.16,faenza-icon-theme-thunar,1.3.1-r6,2020-05-11
v3.16,perl-moosex-types-doc,0.50-r3,2021-07-14
v3.16,jruby-rake,9.3.4.0-r0,2022-04-02
v3.16,libpinyin-doc,2.6.2-r0,2022-04-14
v3.16,R-doc,4.2.0-r0,2022-05-01
v3.16,arp-scan-doc,1.9.7-r0,2022-05-06
v3.16,kaccounts-integration,22.04.3-r0,2022-11-05
v3.16,docker-engine,20.10.20-r0,2022-10-19
v3.16,tesseract-ocr-data-tha,5.1.0-r1,2022-04-23
v3.16,black-hole-solver-doc,1.12.0-r0,2022-04-03
v3.16,libxdg-basedir,1.2.3-r0,2021-07-19
v3.16,gammu-dev,1.42.0-r0,2021-10-25
v3.16,runc,1.1.4-r2,2022-10-08
v3.16,qt6-qt3d-dev,6.3.0-r0,2022-05-09
v3.16,xdg-utils-doc,1.1.3-r3,2022-03-16
v3.16,freeciv-common-client,3.0.3-r0,2022-08-05
v3.16,slurp,1.3.2-r1,2021-06-27
v3.16,babeltrace-dev,2.0.4-r1,2022-02-14
v3.16,mpd-doc,0.23.7-r2,2022-07-17
v3.16,fwupd-plugin-steelseries,1.7.6-r0,2022-02-26
v3.16,flatpak,1.12.7-r0,2022-03-15
v3.16,py3-csscompressor,0.9.5-r2,2022-03-18
v3.16,s2geometry-static,0.9.0-r5,2021-12-15
v3.16,swayidle-fish-completion,1.7.1-r0,2022-01-15
v3.16,libnfs,5.0.1-r0,2022-02-21
v3.16,exa,0.10.1-r2,2022-02-28
v3.16,flatpak-dbg,1.12.7-r0,2022-03-15
v3.16,lld-static,13.0.1-r0,2022-03-04
v3.16,pflogsumm-doc,1.1.5-r1,2020-01-13
v3.16,perl-set-object,1.42-r0,2022-01-24
v3.16,mingw-w64-gcc-base,11.3.0-r0,2022-04-25
v3.16,syntax-highlighting-dev,5.94.0-r0,2022-05-16
