distro,package,version,modified_date
v3.16,py3-fastimport,0.9.12-r1,2021-12-15
v3.16,lua-binaryheap,0.4-r0,2020-03-02
v3.16,nlohmann-json-doc,3.10.5-r0,2022-01-03
v3.16,khangman-doc,22.04.3-r0,2022-11-05
v3.16,perl-text-template,1.61-r0,2022-05-10
v3.16,pinta,2.0.2-r1,2022-05-18
v3.16,pcc,20211109-r0,2022-04-16
v3.16,libzapojit-static,0.0.3_git20190715-r0,2021-12-12
v3.16,msmtp,1.8.20-r0,2022-03-24
v3.16,stlink-dev,1.7.0-r1,2022-05-20
v3.16,starship-fish-completion,1.6.3-r0,2022-05-11
v3.16,xsetroot-doc,1.1.2-r0,2020-02-25
v3.16,mailimporter-dev,22.04.3-r0,2022-11-05
v3.16,py3-lazy,1.4-r2,2021-12-15
v3.16,gnote-doc,41.2-r0,2022-03-03
v3.16,libmatemixer-lang,1.26.0-r0,2021-08-31
v3.16,mcfly-bash-completion,0.6.1-r0,2022-07-25
v3.16,font-noto-duployan,0_git20211101-r4,2022-06-21
v3.16,animatch,1.0.3-r1,2022-02-01
v3.16,cpupower-openrc,5.15.35-r1,2022-05-13
v3.16,kwindowsystem,5.94.0-r0,2022-05-16
v3.16,py3-k5test,0.10.1-r0,2021-12-15
v3.16,pacman-lang,6.0.1-r1,2021-09-20
v3.16,fwupd-plugin-dfu_csr,1.7.6-r0,2022-02-26
v3.16,qbittorrent-nox-openrc,4.4.3.1-r1,2022-05-30
v3.16,libdmtx-static,0.7.5-r1,2020-02-26
v3.16,libmediaart,1.9.5-r1,2022-01-29
v3.16,plasma-browser-integration-lang,5.24.5-r0,2022-05-03
v3.16,tzdata-timed,2021a-r1,2022-01-29
v3.16,evince-lang,42.3-r0,2022-08-19
v3.16,php81-phar,8.1.17-r0,2023-03-21
v3.16,pure-ftpd-openrc,1.0.50-r0,2022-04-29
v3.16,py3-inflect,5.3.0-r2,2022-04-11
v3.16,libdvdcss,1.4.3-r0,2021-04-25
v3.16,qpdf,10.6.3-r0,2022-03-13
v3.16,pacman-zsh-completion,6.0.1-r1,2021-09-20
v3.16,gwenhywfar-lang,5.9.0-r0,2022-02-18
v3.16,gexiv2,0.14.0-r1,2021-12-15
v3.16,suricata,6.0.8-r0,2022-11-08
v3.16,poppler-qt5,22.05.0-r0,2022-05-12
v3.16,netstandard21-targeting-pack,6.0.114-r0,2023-02-19
v3.16,sane-backend-sceptre,1.0.31-r1,2021-01-14
v3.16,kdav,5.94.0-r0,2022-05-16
v3.16,nextcloud-serverinfo,24.0.9-r0,2023-01-18
v3.16,sink,0.9.0-r1,2022-05-01
v3.16,showmethekey-doc,1.5.0-r1,2022-05-04
v3.16,collectd-ascent,5.12.0-r7,2022-05-31
v3.16,kturtle,22.04.3-r0,2022-11-05
v3.16,acme-redirect-fish-completion,0.5.3-r1,2022-02-14
v3.16,font-ipa,00303-r0,2022-02-16
v3.16,skim,0.9.4-r5,2022-05-18
v3.16,openjdk12-demos,12.0.2_p10-r3,2022-02-14
v3.16,nextcloud-firstrunwizard,24.0.9-r0,2023-01-18
v3.16,ykpers-dev,1.20.0-r0,2022-02-16
v3.16,yaml-cpp,0.7.0-r0,2022-01-10
v3.16,i3status-doc,2.14-r1,2022-02-24
v3.16,fd-zsh-completion,8.3.2-r0,2022-02-01
v3.16,py3-cheroot,8.6.0-r0,2022-02-13
v3.16,opensc-bash-completion,0.22.0-r1,2021-10-16
v3.16,mtr-doc,0.95-r1,2022-04-13
v3.16,lldpd-dev,1.0.14-r1,2022-05-25
v3.16,gdm-doc,42.0-r0,2022-04-13
v3.16,kconfigwidgets-dev,5.94.0-r0,2022-05-16
v3.16,vvmd,0.8-r0,2022-02-14
v3.16,openjdk7-jre-base,7.321.2.6.28-r0,2022-02-14
v3.16,py3-gettext,4.0-r4,2021-12-15
v3.16,gnome-shell-doc,42.5-r0,2022-10-20
v3.16,hyphen,2.8.8-r1,2022-02-22
v3.16,okular-common,22.04.3-r0,2022-11-05
v3.16,qt5-qtwebsockets-dev,5.15.4_git20220511-r0,2022-05-16
v3.16,kwrite-doc,22.04.3-r0,2022-11-05
v3.16,uchardet-static,0.0.7-r0,2020-04-28
v3.16,nimble-zsh-completion,0.13.1-r1,2022-04-15
v3.16,mapplauncherd-qt,1.1.21-r0,2021-11-01
v3.16,openjdk8-jre-lib,8.362.09-r1,2023-03-21
v3.16,nodejs-current,18.9.1-r0,2022-09-25
v3.16,libdvbpsi-dev,1.3.3-r0,2020-02-27
v3.16,faenza-icon-theme-chromium,1.3.1-r6,2020-05-11
v3.16,fetchmail-doc,6.4.30-r0,2022-05-21
v3.16,perl-crypt-openssl-x509,1.914-r0,2022-05-05
v3.16,git-lfs2-doc,2.13.3-r8,2022-10-08
v3.16,openjdk13-src,13.0.12_p4-r0,2022-08-15
v3.16,texmf-dist-langextra,2022.63035-r1,2023-04-09
v3.16,shotwell,0.30.15-r0,2022-04-16
v3.16,snowball-doc,2.2.0-r0,2021-11-10
v3.16,libmatemixer,1.26.0-r0,2021-08-31
v3.16,enca,1.19-r2,2020-12-11
v3.16,file-roller-lang,3.40.0-r0,2022-02-14
v3.16,okular-mobile,22.04.3-r0,2022-11-05
v3.16,fuse-exfat,1.3.0-r2,2021-09-27
v3.16,portfolio,0.9.14-r0,2022-03-26
v3.16,flatpak-bash-completion,1.12.7-r0,2022-03-15
v3.16,lbreakout2-doc,2.6.5-r1,2022-05-07
v3.16,modemmanager-openrc,1.18.8-r1,2022-06-06
v3.16,keditbookmarks,22.04.3-r0,2022-11-05
v3.16,libspatialite-dev,5.0.1-r4,2022-03-06
v3.16,perl-crypt-passwdmd5-doc,1.41-r0,2021-07-14
v3.16,php81-pecl-uuid,1.2.0-r0,2022-05-10
v3.16,volume_key-doc,0.3.12-r3,2022-02-18
v3.16,nextcloud23-mysql,23.0.12-r0,2022-12-14
v3.16,qt5-qtx11extras-dev,5.15.4_git20220407-r0,2022-05-16
v3.16,kalendar-lang,22.04.3-r0,2022-11-05
v3.16,inxi,3.3.15-r0,2022-04-13
v3.16,karchive,5.94.0-r0,2022-05-16
v3.16,libwpebackend-fdo,1.12.0-r0,2022-04-17
v3.16,wait4x,0.4.0-r10,2022-10-08
v3.16,zim-doc,0.74.3-r1,2022-05-17
v3.16,xdm-openrc,1.1.13-r0,2022-05-09
v3.16,py3-distributed,2022.2.0-r0,2022-02-14
v3.16,neofetch-doc,7.1.0-r0,2020-08-03
v3.16,perl-regexp-common-net-cidr,0.03-r2,2021-07-14
v3.16,libcsys-dev,4.3.0-r0,2022-02-07
v3.16,fwupd-plugin-linux_sleep,1.7.6-r0,2022-02-26
v3.16,kinit-dev,5.94.0-r0,2022-05-16
v3.16,waydroid,1.2.0-r3,2021-11-09
v3.16,faenza-icon-theme-evince,1.3.1-r6,2020-05-11
v3.16,py3-passlib,1.7.4-r2,2021-12-15
v3.16,py3-sip4-doc,4.19.25-r0,2022-01-17
v3.16,kalzium,22.04.3-r0,2022-11-05
v3.16,libabw-doc,0.1.3-r0,2021-07-01
v3.16,nextcloud23-comments,23.0.12-r0,2022-12-14
v3.16,faenza-icon-theme-devhelp,1.3.1-r6,2020-05-11
v3.16,grpc-doc,1.46.3-r0,2022-05-21
v3.16,tweeny-doc,3.2.0-r0,2021-02-21
v3.16,embree,3.13.3-r1,2022-03-01
v3.16,qt5-qtsystems-doc,0_git20190103-r1,2021-04-15
v3.16,llvm-libunwind-static,13.0.1-r0,2022-03-04
v3.16,kitinerary-lang,22.04.3-r0,2022-11-05
v3.16,cloudflare-ddns,1.3.0-r4,2021-12-15
v3.16,font-iosevka-aile,15.3.1-r0,2022-05-15
v3.16,wavpack-doc,5.5.0-r0,2022-07-11
v3.16,s-tui,1.1.3-r1,2022-04-11
v3.16,openmw,0.47.0-r2,2022-05-13
v3.16,safekeep-client,1.5.1-r1,2021-04-05
v3.16,tint2-doc,17.0.2-r0,2022-02-14
v3.16,libsignon-glib-dev,2.1-r2,2021-12-15
v3.16,py3-flexmock,0.11.3-r0,2022-02-11
v3.16,gpgme-lisp,1.17.1-r0,2022-03-09
v3.16,geoclue,2.6.0-r0,2022-04-09
v3.16,kpat-lang,22.04.3-r0,2022-11-05
v3.16,py3-gevent,21.12.0-r0,2022-02-20
v3.16,libspecbleach,0.1.6-r0,2022-05-21
v3.16,libxfont2,2.0.5-r0,2021-08-02
v3.16,s6-overlay-syslogd,3.1.0.1-r0,2022-03-08
v3.16,perl-sereal-encoder-doc,4.018-r2,2021-11-29
v3.16,amazfish,2.0.8-r0,2022-04-24
v3.16,hyperfine-zsh-completion,1.14.0-r0,2022-05-20
v3.16,perl-crypt-random-doc,1.54-r0,2022-02-14
v3.16,ospd-openvas-openrc,21.4.4-r2,2022-04-08
v3.16,ogdi-odbc,4.1.0-r0,2021-07-01
v3.16,libstemmer-dev,2.2.0-r0,2021-11-10
v3.16,n2n-openrc,3.0-r0,2021-11-19
v3.16,faenza-icon-theme-zim,1.3.1-r6,2020-05-11
v3.16,py3-doctest-ignore-unicode,0.1.2-r2,2021-12-15
v3.16,lua5.4-bitop,1.0.2-r0,2021-01-14
v3.16,openjdk11-doc,11.0.18_p10-r0,2023-01-18
v3.16,geany-plugins-geanydoc,1.38-r1,2021-12-15
v3.16,sane-backend-sp15c,1.0.31-r1,2021-01-14
v3.16,ntpsec-dev,1.2.1-r3,2021-12-15
v3.16,xfce4-screenshooter-doc,1.9.10-r0,2022-03-07
v3.16,alpine-repo-tools-fish-completion,0.2-r7,2022-10-08
v3.16,exo,4.16.4-r0,2022-06-13
v3.16,perl-event-doc,1.28-r1,2021-07-28
v3.16,massif-visualizer,0.7.0-r1,2022-05-01
v3.16,wtype,0.4-r0,2022-01-28
v3.16,perl-functional-utility-doc,1.02-r3,2021-07-14
v3.16,liquidctl-doc,1.9.1-r1,2022-05-08
v3.16,graphicsmagick-doc,1.3.38-r0,2022-03-27
v3.16,qrupdate-dev,1.1.5-r0,2022-02-14
v3.16,bovo,22.04.3-r0,2022-11-05
v3.16,perl-time-duration-parse,0.16-r0,2021-08-25
v3.16,libthreadar,1.4.0-r0,2022-03-13
v3.16,php8-pspell,8.0.28-r0,2023-02-14
v3.16,nut-openrc,2.8.0-r0,2022-05-11
v3.16,rgb,1.0.6-r2,2021-07-02
v3.16,libfreehand-doc,0.1.2-r7,2022-04-23
v3.16,libmlocale-dev,0.7.4-r4,2022-04-23
v3.16,py3-markdown-it-py,2.1.0-r0,2022-04-16
v3.16,duktape,2.7.0-r0,2022-02-19
v3.16,glide,0.13.3-r10,2022-10-08
v3.16,mdds,1.7.0-r2,2022-05-13
v3.16,fbida-fbi,2.14-r1,2020-12-21
v3.16,ovmf,0.0.202202-r1,2022-04-06
v3.16,py3-html2text-doc,2020.1.16-r2,2021-12-15
v3.16,grilo-plugins-dev,0.3.14-r0,2022-02-14
v3.16,php8-pecl-xdebug,3.1.6-r0,2022-12-09
v3.16,ledger,3.2.1-r3,2022-05-13
v3.16,phosh-antispam,2.0-r0,2022-02-22
v3.16,py3-nestedtext,3.2-r0,2022-01-19
v3.16,erlang-observer,24.3.4.6-r0,2022-10-31
v3.16,knetwalk-doc,22.04.3-r0,2022-11-05
v3.16,fwupd-plugin-uefi_recovery,1.7.6-r0,2022-02-26
v3.16,php8-pecl-xhprof-assets,2.3.9-r0,2022-12-14
v3.16,php8-pgsql,8.0.28-r0,2023-02-14
v3.16,kdepim-runtime,22.04.3-r0,2022-11-05
v3.16,nextcloud23-doc,23.0.12-r0,2022-12-14
v3.16,py3-rasterio,1.2.10-r2,2022-05-14
v3.16,sparse,0.6.4-r0,2021-09-07
v3.16,ply,2.2.0-r0,2022-02-20
v3.16,kphotoalbum-doc,5.8.1-r1,2022-05-01
v3.16,lua5.2-lpeg_patterns,0.5-r2,2022-02-16
v3.16,munin,2.0.67-r0,2021-05-27
v3.16,kmix-doc,22.04.3-r0,2022-11-05
v3.16,coreimage,4.3.0-r0,2022-04-15
v3.16,texmf-dist-most,2022.63035-r1,2023-04-09
v3.16,shadow-subids,4.10-r3,2021-12-21
v3.16,deadbeef-doc,1.9.1-r0,2022-05-16
v3.16,bird_exporter-doc,1.4.1-r6,2022-10-08
v3.16,libxp,1.0.3-r3,2021-06-12
v3.16,mingetty,1.08-r3,2022-01-07
v3.16,janet-static,1.19.2-r0,2022-02-14
v3.16,tinycompress,1.2.5-r2,2022-03-09
v3.16,perl-universal-require,0.19-r0,2021-07-14
v3.16,outils-rs,0.10-r1,2022-02-22
v3.16,openjdk10-jdk,10.0.2_p13-r3,2022-04-23
v3.16,php8-dom,8.0.28-r0,2023-02-14
v3.16,webrtc-audio-processing-dev,0.3.1-r4,2021-12-24
v3.16,qt6-qttools-dev,6.3.0-r0,2022-05-09
v3.16,polari-lang,41.0-r0,2022-03-03
v3.16,solid-doc,5.94.0-r0,2022-05-16
v3.16,mokutil-bash-completion,0.6.0-r0,2022-05-21
v3.16,eventviews,22.04.3-r0,2022-11-05
v3.16,xcb-util-wm-dev,0.4.1-r1,2022-02-16
v3.16,py3-jupyter_client,7.3.1-r0,2022-05-10
v3.16,colord-bash-completion,1.4.6-r1,2022-04-20
v3.16,poppler-data,0.4.11-r0,2021-09-27
v3.16,openjdk13-jmods,13.0.12_p4-r0,2022-08-15
v3.16,namecoin-openrc,22.0-r1,2022-05-13
v3.16,xmlsec-dev,1.2.34-r0,2022-05-06
v3.16,php81-dom,8.1.17-r0,2023-03-21
v3.16,sane-backend-coolscan2,1.0.31-r1,2021-01-14
v3.16,gnome-calculator,42.2-r0,2022-08-19
v3.16,php8-exif,8.0.28-r0,2023-02-14
v3.16,xwallpaper,0.7.3-r0,2021-12-19
v3.16,prometheus-openrc,2.35.0-r4,2022-10-08
v3.16,aqbanking-doc,6.5.0-r0,2022-03-18
v3.16,php8-tokenizer,8.0.28-r0,2023-02-14
v3.16,sciplot,0.2.2-r0,2022-02-22
v3.16,lld-dev,13.0.1-r0,2022-03-04
v3.16,exim-dbmdb,4.95-r0,2021-10-25
v3.16,kbounce-doc,22.04.3-r0,2022-11-05
v3.16,purple-xmpp-http-upload,0.2.4-r0,2021-12-02
v3.16,pulseaudio-qt-doc,1.3-r2,2022-05-01
v3.16,libtorrent-rasterbar-dev,2.0.8-r0,2022-10-27
v3.16,py3-pcodedmp,1.2.6-r1,2021-12-15
v3.16,xpdf,4.04-r0,2022-04-19
v3.16,py3-jupyter_core,4.10.0-r0,2022-05-10
v3.16,kiriki,22.04.3-r0,2022-11-05
v3.16,lua-resty-postgres,0_git20130420-r1,2022-05-26
v3.16,certbot-nginx,1.27.0-r0,2022-05-04
v3.16,perl-linux-inotify2,2.3-r0,2021-08-01
v3.16,capnproto,0.9.1-r0,2022-02-14
v3.16,qemu-microblazeel,7.0.0-r0,2022-04-20
v3.16,libxfce4ui,4.16.1-r0,2021-09-06
v3.16,seatd-openrc,0.6.4-r1,2022-08-04
v3.16,libgssglue,0.4-r1,2020-03-23
v3.16,mygui,3.4.1-r1,2022-05-13
v3.16,gnome-wine-icon-theme,5.5.1-r3,2020-05-23
v3.16,xfce4-appfinder-lang,4.16.1-r0,2021-01-18
v3.16,zram-init-openrc,11.1-r1,2022-02-11
v3.16,gvmd-doc,21.4.5-r2,2022-02-25
v3.16,libheif,1.12.0-r2,2021-11-17
v3.16,uhttpmock-doc,0.5.3-r1,2021-04-09
v3.16,hey,0.1.4-r10,2022-10-08
v3.16,collectd-infiniband,5.12.0-r7,2022-05-31
v3.16,akonadi-calendar-tools,22.04.3-r0,2022-11-05
v3.16,spdx-licenses-list,3.16-r0,2022-02-19
v3.16,opentracker,0_git20210823-r0,2022-02-16
v3.16,mbtserver-doc,0.15-r2,2022-04-23
v3.16,bfs-doc,2.5-r0,2022-05-21
v3.16,rhythmbox-dev,3.4.4-r0,2021-12-12
v3.16,stagit,1.0-r1,2022-02-28
v3.16,can-utils,2021.08.0-r0,2022-01-26
v3.16,xapp-dev,2.2.2-r1,2021-12-15
v3.16,apk-polkit-rs,0.93.0-r2,2022-04-14
v3.16,liboping-doc,1.10.0-r1,2022-02-22
v3.16,gnurl,7.69.1-r1,2022-02-16
v3.16,genimage,15-r0,2022-02-11
v3.16,tracker-lang,3.3.0-r1,2022-04-23
v3.16,perl-string-rewriteprefix,0.008-r1,2021-07-14
v3.16,ftgl-doc,2.4.0-r0,2020-01-29
v3.16,enscript,1.6.6-r3,2021-05-22
v3.16,nemo-qml-plugin-notifications,1.2.15-r0,2021-11-01
v3.16,py3-verboselogs,1.7-r1,2021-12-15
v3.16,kpackage-doc,5.94.0-r0,2022-05-16
v3.16,ibus-emoji,1.5.25-r1,2022-04-14
v3.16,libreoffice-lang-lt,7.2.7.2-r2,2022-10-21
v3.16,pdsh-rcmd-ssh,2.34-r0,2022-04-17
v3.16,xdg-desktop-portal-kde-lang,5.24.5-r0,2022-05-03
v3.16,py3-mutagen,1.45.1-r2,2021-12-15
v3.16,proftpd-mod_redis,1.3.7f-r0,2022-12-05
v3.16,weston-shell-desktop,10.0.0-r0,2022-02-17
v3.16,uthash,2.3.0-r0,2021-03-10
v3.16,nemo-qml-plugin-thumbnailer-dev,1.0.4-r1,2021-11-01
v3.16,kwayland-doc,5.94.0-r0,2022-05-16
v3.16,mkcal-doc,0.5.47-r0,2021-09-13
v3.16,bareos-doc,21.1.3-r3,2022-06-06
v3.16,sane-backend-mustek_usb2,1.0.31-r1,2021-01-14
v3.16,wtype-doc,0.4-r0,2022-01-28
v3.16,ktimetracker,5.0.1-r4,2022-05-01
v3.16,njs,0.7.5-r0,2022-06-25
v3.16,txt2tags,3.7-r3,2021-12-15
v3.16,marco-dev,1.26.0-r0,2022-02-14
v3.16,gvfs-fuse,1.50.1-r0,2022-04-23
v3.16,lucene++,3.0.8-r6,2022-05-13
v3.16,caribou-lang,0.4.21-r7,2021-12-15
v3.16,libretro-beetle-psx-hw,0_git20220417-r0,2022-04-20
v3.16,py3-django-oscar,3.1-r2,2021-12-15
v3.16,xvinfo,1.1.4-r0,2020-02-25
v3.16,java-snappy-native,1.1.8.4-r0,2022-02-14
v3.16,v4l-utils-libs,1.22.1-r1,2021-11-08
v3.16,py3-fonttools,4.33.0-r0,2022-04-24
v3.16,py3-toolz,0.11.2-r1,2022-02-24
v3.16,zbar-dev,0.23.90-r2,2021-12-15
v3.16,libvterm,0.1.4-r0,2021-08-15
v3.16,qt6-qttools,6.3.0-r0,2022-05-09
v3.16,kldap-lang,22.04.3-r0,2022-11-05
v3.16,ripgrep-zsh-completion,13.0.0-r0,2022-02-14
v3.16,geany-plugins-codenav,1.38-r1,2021-12-15
v3.16,osmscout-server,2.1.2-r0,2022-05-18
v3.16,perl-unicode-collate,1.31-r0,2021-08-23
v3.16,yubico-c-doc,1.13-r0,2021-06-21
v3.16,catch2-doc,2.13.9-r0,2022-05-04
v3.16,collectd-teamspeak2,5.12.0-r7,2022-05-31
v3.16,gnome-mines-lang,40.1-r0,2022-02-23
v3.16,libplist-dev,2.2.0-r2,2021-12-15
v3.16,dcadec-dev,0.2.0-r0,2022-02-22
v3.16,cpio,2.13-r3,2021-10-11
v3.16,calamares-mod-welcome,3.2.47-r6,2022-05-13
v3.16,dub-doc,1.28.0-r0,2022-03-08
v3.16,qemu-s390x,7.0.0-r0,2022-04-20
v3.16,openjdk17-jmods,17.0.6_p10-r0,2023-01-18
v3.16,mongo-c-driver,1.16.2-r1,2021-10-16
v3.16,knot-resolver-mod-http,5.5.3-r0,2022-09-23
v3.16,par2cmdline-doc,0.8.1-r0,2022-02-14
v3.16,freac-doc,1.1.6-r0,2022-03-17
v3.16,py3-circuitbreaker,1.3.2-r0,2022-02-05
v3.16,libspectre-doc,0.2.9-r0,2020-06-04
v3.16,tlstunnel-doc,0.1.4-r7,2022-10-08
v3.16,libdv,1.0.0-r6,2021-11-08
v3.16,libreoffice-lang-sl,7.2.7.2-r2,2022-10-21
v3.16,portablexdr,4.9.1-r2,2022-05-14
v3.16,py3-mpv,1.0.1-r0,2022-05-20
v3.16,sane-backend-hp3900,1.0.31-r1,2021-01-14
v3.16,kajongg-lang,22.04.3-r0,2022-11-05
v3.16,akonadi-calendar-dev,22.04.3-r0,2022-11-05
v3.16,elixir-doc,1.13.4-r0,2022-04-08
v3.16,mauikit-accounts,2.1.2-r0,2022-05-18
v3.16,tllist-doc,1.0.5-r0,2021-02-07
v3.16,maturin-zsh-completion,0.12.16-r0,2022-05-16
v3.16,perl-html-mason-psgihandler-doc,0.53-r2,2021-07-14
v3.16,ufw-extras,0.7.0-r0,2022-01-25
v3.16,kcron-doc,22.04.3-r0,2022-11-05
v3.16,snapcast-doc,0.26.0-r0,2021-12-25
v3.16,libreoffice-lang-nb,7.2.7.2-r2,2022-10-21
v3.16,py3-hidapi,0.11.2-r0,2022-05-08
v3.16,box2d,2.4.1-r1,2022-02-01
v3.16,zabbix-agent-openrc,6.0.13-r0,2023-02-01
v3.16,kdeconnect-lang,22.04.3-r0,2022-11-05
v3.16,audacious-plugins,4.1-r0,2022-03-09
v3.16,py3-webtest,3.0.0-r2,2021-12-15
v3.16,dzen,0.9.5-r3,2019-09-07
v3.16,vnstat-doc,2.9-r0,2022-01-25
v3.16,vblade-doc,25-r0,2020-12-04
v3.16,faenza-icon-theme-dia,1.3.1-r6,2020-05-11
v3.16,ktorrent-doc,22.04.3-r0,2022-11-05
v3.16,openvswitch-dbg,2.17.1-r0,2022-04-30
v3.16,tilda-lang,1.5.4-r0,2020-12-25
v3.16,py3-pronouncing,0.2.0-r2,2021-12-15
v3.16,gn,0_git20220608-r0,2022-07-13
v3.16,traceroute,2.1.0-r0,2022-03-15
v3.16,libcamera,0_git20211109-r4,2022-05-13
v3.16,libblockdev-dev,2.26-r1,2021-12-30
v3.16,okular-dev,22.04.3-r0,2022-11-05
v3.16,py3-pytest-runner,5.3.2-r1,2022-03-16
v3.16,thunar-lang,4.16.11-r0,2022-04-17
v3.16,bubblejail-fish-completion,0.6.2-r0,2022-06-16
v3.16,flatbuffers-dev,2.0.0-r1,2022-04-14
v3.16,git-flow,1.12.3-r0,2020-06-02
v3.16,w3m,0.5.3.20220429-r1,2022-05-06
v3.16,libbluray,1.3.1-r0,2022-03-10
v3.16,tor-doc,0.4.7.10-r0,2022-08-14
v3.16,tpm-bash-completion,1.3.3-r3,2021-08-21
v3.16,nextcloud-support,24.0.9-r0,2023-01-18
v3.16,bullet-dev,2.89-r5,2022-02-12
v3.16,broot,1.12.0-r0,2022-05-07
v3.16,mugshot,0.4.3-r1,2021-12-15
v3.16,lldpd-doc,1.0.14-r1,2022-05-25
v3.16,qt5-qtpim-doc,0_git20201102-r0,2022-05-16
v3.16,efs-utils-openrc,1.31.3-r0,2022-03-16
v3.16,kgpg-doc,22.04.3-r0,2022-11-05
v3.16,qca-doc,2.3.4-r1,2022-05-01
v3.16,kookbook-common,0.2.1-r3,2022-05-01
v3.16,libgbinder,1.1.19-r0,2022-03-17
v3.16,xdg-desktop-portal-wlr,0.5.0-r0,2022-01-17
v3.16,telepathy-qt-dev,0.9.8-r2,2022-04-14
v3.16,sane-backend-dc240,1.0.31-r1,2021-01-14
v3.16,font-terminus-nerd,2.1.0-r9,2022-03-26
v3.16,kio-extras,22.04.3-r0,2022-11-05
v3.16,perl-test-mock-furl,0.05-r0,2021-08-16
v3.16,qemu-xtensa,7.0.0-r0,2022-04-20
v3.16,py3-cx_freeze,6.10-r1,2022-04-01
v3.16,fwupd-plugin-powerd,1.7.6-r0,2022-02-26
v3.16,qt5-qtscxml-doc,5.15.4_git20220407-r0,2022-05-16
v3.16,telepathy-logger-doc,0.8.2-r3,2021-06-25
v3.16,wlroots-dbg,0.15.1-r1,2022-06-01
v3.16,tio-bash-completion,1.37-r0,2022-04-15
v3.16,althttpd-doc,202205172045-r0,2022-05-18
v3.16,lightdm-bash-completion,1.30.0-r5,2022-02-14
v3.16,llvm11-test-utils,11.1.0-r5,2022-05-11
v3.16,py3-oauth2client,4.1.3-r4,2021-12-15
v3.16,libqrtr-glib-doc,1.2.2-r0,2022-03-24
v3.16,telepathy-farstream-dev,0.6.2_git20190919-r0,2020-01-30
v3.16,sn0int-bash-completion,0.24.2-r0,2022-04-01
v3.16,s-nail,14.9.24-r0,2022-04-05
v3.16,perl-cisco-copyconfig,1.4-r4,2021-07-14
v3.16,zim,0.74.3-r1,2022-05-17
v3.16,k3s-doc,1.23.12.1-r0,2022-10-19
v3.16,qt6-qtbase-odbc,6.3.0-r2,2022-08-09
v3.16,tepl-doc,6.00.0-r3,2022-04-23
v3.16,spectacle-lang,22.04.3-r0,2022-11-05
v3.16,sdl2_mixer-dev,2.0.4-r2,2022-04-18
v3.16,tclx-dev,8.4.1-r1,2022-02-18
v3.16,accerciser-doc,3.39.1-r0,2022-05-06
v3.16,perl-crypt-cbc-doc,3.04-r0,2021-07-14
v3.16,iwatch-doc,0.2.2-r0,2020-05-24
v3.16,chezdav,2.5-r1,2021-11-18
v3.16,libreoffice-lang-bo,7.2.7.2-r2,2022-10-21
v3.16,gnome-chess,41.1-r0,2022-02-14
v3.16,py3-paste,3.5.0-r1,2021-12-15
v3.16,texmf-dist-science,2022.63035-r1,2023-04-09
v3.16,bitcoin-bench,23.0-r1,2022-05-14
v3.16,flatbuffers,2.0.0-r1,2022-04-14
v3.16,libdwarf,20210528-r0,2021-08-03
v3.16,texlive,20220403.62885-r2,2022-05-21
v3.16,luarocks,2.4.4-r2,2022-03-17
v3.16,xerces-c-samples,3.2.3-r3,2022-04-23
v3.16,py3-funcy,1.17-r0,2022-01-09
v3.16,ayatana-indicator-datetime,22.2.0-r0,2022-03-06
v3.16,yq-fish-completion,4.25.1-r5,2022-10-08
v3.16,polkit,0.120-r2,2022-02-14
v3.16,php81-pecl-igbinary,3.2.7-r0,2022-05-10
v3.16,lockdev-dev,0_git20130107-r3,2021-01-12
v3.16,libzen-dev,0.4.39-r0,2021-05-10
v3.16,xwayland,22.1.1-r0,2022-04-01
v3.16,gst-plugins-good-gtk,1.20.3-r0,2022-06-17
v3.16,php8-calendar,8.0.28-r0,2023-02-14
v3.16,libzeitgeist,1.0.4-r0,2022-01-14
v3.16,blueprint-compiler,0.0.0_git20220517-r0,2022-05-21
v3.16,appstream-compose,0.15.3-r1,2022-05-18
v3.16,kakoune-doc,2021.11.08-r1,2022-04-29
v3.16,npm-bash-completion,8.10.0-r0,2022-05-19
v3.16,gnome-software-lang,41.5-r0,2022-05-12
v3.16,py3-keepass,4.0.1-r0,2022-04-15
v3.16,libreoffice-lang-ru,7.2.7.2-r2,2022-10-21
v3.16,proftpd-mod_ifversion,1.3.7f-r0,2022-12-05
v3.16,xinit-doc,1.4.1-r0,2022-02-22
v3.16,aws-cli-bash-completion,1.22.81-r0,2022-04-17
v3.16,lxd-client,4.0.9-r9,2023-01-26
v3.16,xdriinfo-doc,1.0.6-r0,2019-06-11
v3.16,drupal7,7.92-r0,2022-09-09
v3.16,perl-time-duration-doc,1.21-r2,2021-07-14
v3.16,librem-ec,0.9.1-r0,2021-11-11
v3.16,libzapojit-dev,0.0.3_git20190715-r0,2021-12-12
v3.16,libgcj6,6.4.0-r12,2022-04-15
v3.16,kjobwidgets-lang,5.94.0-r0,2022-05-16
v3.16,kmymoney,5.1.2-r3,2022-05-01
v3.16,frog,0.24-r2,2022-04-23
v3.16,py3-paho-mqtt,1.6.1-r0,2022-03-02
v3.16,perl-cookie-baker,0.11-r1,2021-07-14
v3.16,vte3-dbg,0.68.0-r1,2022-04-23
v3.16,threadweaver-doc,5.94.0-r0,2022-05-16
v3.16,lua-toml,2.0.0-r1,2020-09-06
v3.16,libkcompactdisc-dev,22.04.3-r0,2022-11-05
v3.16,glib-networking,2.72.1-r0,2022-08-25
v3.16,libreoffice-impress,7.2.7.2-r2,2022-10-21
